page_id,title,founder_pattern,founder_pattern_numeric,idea_pattern,idea_pattern_numeric,structural_advantage,structural_advantage_numeric,asymmetric_signal,asymmetric_signal_numeric,methods,notes
273101d8-0eba-8178-81ad-e7e6fb93f007,Ando,23/25,23.0,31/35,31.0,27/35,27.0,3/5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
273101d8-0eba-8114-a3cc-ff52329d04b0,SuperLiquid,20/25,20.0,26/35,26.0,20/35,20.0,2/5,2.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
273101d8-0eba-81a1-ba9d-d6d1f0b9c32f,reflex.mev,20/25,20.0,27/35,27.0,26/35,26.0,3/5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
273101d8-0eba-81c4-af60-d311db776c84,Khorus,20/25,20.0,29/35,29.0,28/35,28.0,3/5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
273101d8-0eba-812a-ac1c-e5e74ae27176,DollarCoin (USDR),15/25,15.0,20/35,20.0,19/35,19.0,2/5,2.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
273101d8-0eba-8142-bcf7-cda0b306b0c9,Invisium API/RPC,,-1.0,,-1.0,,-1.0,,-1.0,,assigned_failure:founder_pattern | assigned_failure:idea_pattern | assigned_failure:structural_advantage | assigned_failure:asymmetric_signal
273101d8-0eba-81d1-9319-e85360f6dd99,Synthesys,,-1.0,17+ jurisdictions,-1.0,40+ channels,-1.0,$11m,-1.0,idea_pattern:llm_fallback; structural_advantage:llm_fallback; asymmetric_signal:llm_fallback,assigned_failure:founder_pattern | assigned_failure:idea_pattern | assigned_failure:structural_advantage | assigned_failure:asymmetric_signal
273101d8-0eba-8112-b742-e625d38cd389,eDMT Commons,21/25,21.0,31/35,31.0,28/35,28.0,4/5,4.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
273101d8-0eba-819f-bdd4-dd57da5a7d30,Pump Lottery,20/25,20.0,24/35,24.0,20/35,20.0,3/5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
273101d8-0eba-810d-b09d-ef7c6959f0f8,Console,,-1.0,50%+,-1.0,$23M,-1.0,,-1.0,idea_pattern:llm_fallback; structural_advantage:llm_fallback,assigned_failure:founder_pattern | assigned_failure:idea_pattern | assigned_failure:structural_advantage | assigned_failure:asymmetric_signal
273101d8-0eba-819b-b4a4-df4f2b8cf5f9,Terac,21/25,21.0,31/35,31.0,28/35,28.0,4/5,4.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
273101d8-0eba-81c9-9ee1-f01cff8dd7c5,Quickscope,20/25,20.0,24/35,24.0,20/35,20.0,2/5,2.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
273101d8-0eba-81bd-a78a-c33f46dd2f1f,BrowserAct,19/25,19.0,26/35,26.0,23/35,23.0,3/5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
273101d8-0eba-8122-a14e-ddd0cc55d318,Converge,20/25,20.0,30/35,30.0,27/35,27.0,3/5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_global; asymmetric_signal:regex_global,
273101d8-0eba-81d1-b67b-ece1497a267f,Jigsaw,20/25,20.0,20/25,20.0,20/25,20.0,20/25,20.0,founder_pattern:regex_global; idea_pattern:regex_global; structural_advantage:regex_global; asymmetric_signal:regex_global,
273101d8-0eba-81c7-9f29-e852f851a03d,CCTP.to,19/25,19.0,27/35,27.0,24/35,24.0,3/5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
273101d8-0eba-818d-b71a-fe7eeb9138c1,Solmate,,-1.0,,-1.0,,-1.0,,-1.0,,assigned_failure:founder_pattern | assigned_failure:idea_pattern | assigned_failure:structural_advantage | assigned_failure:asymmetric_signal
273101d8-0eba-8176-ad56-cd51dcdc44ee,Quadron,19/25,19.0,32/35,32.0,30/35,30.0,3/5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
273101d8-0eba-814a-a6b1-d6273d23b6fa,SunPerp,21/25,21.0,28/35,28.0,29/35,29.0,5/5,5.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_global,
273101d8-0eba-81c2-8305-ef7142e035df,Minko,16/25,16.0,26/35,26.0,23/35,23.0,1/5,1.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
273101d8-0eba-81cc-a8f3-f4e8c44bad4d,CallScan,19/25,19.0,27/35,27.0,27/35,27.0,4/5,4.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
273101d8-0eba-818d-9fb4-e29621e4d771,Nika Finance,20/25,20.0,24/35,24.0,22/35,22.0,2/5,2.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
273101d8-0eba-81aa-9567-c0159ea43150,Gladius (AI companion of TheArenaApp),,-1.0,,-1.0,$1.5M,-1.0,$6M+,-1.0,structural_advantage:llm_fallback; asymmetric_signal:llm_fallback,assigned_failure:founder_pattern | assigned_failure:idea_pattern | assigned_failure:structural_advantage | assigned_failure:asymmetric_signal
273101d8-0eba-816c-9bdc-fe508f52a917,wick.trade,22/25,22.0,28/35,28.0,26/35,26.0,4/5,4.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
273101d8-0eba-81a0-bb7f-f2672026e846,WUJI TECH,20/25,20.0,28/35,28.0,27/35,27.0,5/5,5.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
273101d8-0eba-811c-b905-f1be471a4d2e,SentriOS,16/25,16.0,27/35,27.0,21/35,21.0,1/5,1.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
273101d8-0eba-8137-9995-cad52e730881,Dynamo,21/25,21.0,30/35,30.0,28/35,28.0,3/5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
273101d8-0eba-8119-b285-ebb01ca1a3de,Sunperp,,-1.0,,-1.0,,-1.0,,-1.0,,assigned_failure:founder_pattern | assigned_failure:idea_pattern | assigned_failure:structural_advantage | assigned_failure:asymmetric_signal
273101d8-0eba-8112-8ed7-d0cfd62aa0ef,Wish AI (@getwishai),16/25,16.0,24/35,24.0,21/35,21.0,2/5,2.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
273101d8-0eba-817a-bbc8-f12412fca1a5,Ur Finance,17/25,17.0,27/35,27.0,22/35,22.0,1/5,1.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
273101d8-0eba-8149-a3d2-cb807439bc70,minotaur,21/25,21.0,28/35,28.0,27/35,27.0,2/5,2.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
273101d8-0eba-812a-81ef-d13201af187a,Mecha Network,20/25,20.0,29/35,29.0,26/35,26.0,3/5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
273101d8-0eba-818e-8ade-d48e347a5eb4,Fable Engineering,15/25,15.0,28/35,28.0,21/35,21.0,1/5,1.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
273101d8-0eba-8191-8cd7-ecad13b510a4,Nothing,16/25,16.0,22/35,22.0,21/35,21.0,3/5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
273101d8-0eba-813b-9576-f4cc39a1f70b,PLUTO (@plutocoinspace),,-1.0,,-1.0,,-1.0,,-1.0,,assigned_failure:founder_pattern | assigned_failure:idea_pattern | assigned_failure:structural_advantage | assigned_failure:asymmetric_signal
273101d8-0eba-81a8-ab18-e59e574e12c4,Fungible Future,15/25,15.0,24/35,24.0,22/35,22.0,1/5,1.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
273101d8-0eba-8182-bc3b-f3acd93bc666,Haven,20/25,20.0,28/35,28.0,25/35,25.0,4/5,4.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
273101d8-0eba-81c0-8815-f1bba7fdfd0b,Haven Labs,15/25,15.0,27/35,27.0,22/35,22.0,2/5,2.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
273101d8-0eba-81a2-9079-c7442a19cba5,Onta,20/25,20.0,28/35,28.0,26/35,26.0,2/5,2.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
271101d8-0eba-818c-afb8-c6dcf5b899b5,ADAMUR,19/25,19.0,27/35,27.0,25/35,25.0,4/5,4.0,founder_pattern:regex_global; idea_pattern:regex_structured; structural_advantage:regex_global; asymmetric_signal:regex_structured,
271101d8-0eba-81a3-b5ae-dead258e6079,dfs.fun (PPP / Creator Capital Market),20/25,20.0,27/35,27.0,25/35,25.0,4/5,4.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
271101d8-0eba-8161-a637-f7bfcb60c6d5,AlgonFX / $ALG,20/25,20.0,27/35,27.0,26/35,26.0,4/5,4.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
271101d8-0eba-8136-a2f0-f3e8ed84e736,Exyra,20/25,20.0,28/35,28.0,27/35,27.0,4/5,4.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
271101d8-0eba-8176-99dd-e15ba3fcd963,RobCo,18/25,18.0,31/35,31.0,27/35,27.0,3/5,3.0,founder_pattern:regex_global; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
271101d8-0eba-81b1-9b1e-d9371b894989,JunkNet Oracle,19/25,19.0,28/35,28.0,27/35,27.0,4/5,4.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_global; asymmetric_signal:regex_structured,
271101d8-0eba-8109-abd7-d32983fd0022,theFUTRcorp,,-1.0,,-1.0,,-1.0,,-1.0,,assigned_failure:founder_pattern | assigned_failure:idea_pattern | assigned_failure:structural_advantage | assigned_failure:asymmetric_signal
271101d8-0eba-811b-870e-d20cac70ce37,I2RT Robotics,20/25,20.0,27/35,27.0,24/35,24.0,3/5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
271101d8-0eba-81b3-aeaa-ce9f94b418b5,TokOnBags,20/25,20.0,30/35,30.0,27/35,27.0,4/5,4.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
271101d8-0eba-8121-8a14-fe2e33be6084,Outcome,15/25,15.0,24/35,24.0,22/35,22.0,2/5,2.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
271101d8-0eba-8135-aa98-cba972498ef7,YieldScan | AI-powered Yield Aggregator,19/25,19.0,24/35,24.0,20/35,20.0,2/5,2.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
271101d8-0eba-81d7-824a-d01947f66761,AXI,20/25,20.0,30/35,30.0,27/35,27.0,4/5,4.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
271101d8-0eba-8196-9516-c8de35d59de1,donuts ( @donutsonpump ),18/25,18.0,26/35,26.0,21/35,21.0,3/5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
271101d8-0eba-8163-8921-d2bac7d5a0af,Clodo (AI Real Estate Agent),21/25,21.0,28/35,28.0,24/35,24.0,4/5,4.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
271101d8-0eba-81e4-a537-d4efa1a3d616,polybro,20/25,20.0,27/35,27.0,23/35,23.0,4/5,4.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
271101d8-0eba-8187-b149-e1f1985bbba7,PolyTale,20/25,20.0,28/35,28.0,22/35,22.0,3/5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
271101d8-0eba-81c5-bb3e-c112c5f8dc82,Commi,20/25,20.0,28/35,28.0,26/35,26.0,4/5,4.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
271101d8-0eba-81c6-97b7-f848f8fe2485,Fatumcap,,-1.0,,-1.0,,-1.0,,-1.0,,assigned_failure:founder_pattern | assigned_failure:idea_pattern | assigned_failure:structural_advantage | assigned_failure:asymmetric_signal
271101d8-0eba-81dd-94ae-c28e8033c98c,callscan,,-1.0,,-1.0,,-1.0,,-1.0,,assigned_failure:founder_pattern | assigned_failure:idea_pattern | assigned_failure:structural_advantage | assigned_failure:asymmetric_signal
271101d8-0eba-8116-b1b0-fafb864a7f66,PearData,,-1.0,,-1.0,,-1.0,,-1.0,,assigned_failure:founder_pattern | assigned_failure:idea_pattern | assigned_failure:structural_advantage | assigned_failure:asymmetric_signal
271101d8-0eba-81d1-affb-e2955303e5ae,qLABS,,-1.0,,-1.0,,-1.0,,-1.0,,assigned_failure:founder_pattern | assigned_failure:idea_pattern | assigned_failure:structural_advantage | assigned_failure:asymmetric_signal
271101d8-0eba-81ca-af4e-dddc03fac66d,TipFun.Me ($TIP on Solana),20/25,20.0,26/35,26.0,22/35,22.0,3/5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
271101d8-0eba-813a-8ede-da06af448208,Infinity Chain,16/25,16.0,24/35,24.0,17/35,17.0,3/5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
271101d8-0eba-81a8-b8a7-d32a240070e1,Help.Fun,20/25,20.0,30/35,30.0,27/35,27.0,4/5,4.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
271101d8-0eba-811d-a2dc-e4bb980830bf,Autonoma Network,17/25,17.0,28/35,28.0,25/35,25.0,2/5,2.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
271101d8-0eba-8151-9d0a-ec96a67351e2,Averi,,-1.0,"3,500+",-1.0,$5M,-1.0,$1.5M,-1.0,idea_pattern:llm_fallback; structural_advantage:llm_fallback; asymmetric_signal:llm_fallback,assigned_failure:founder_pattern | assigned_failure:idea_pattern | assigned_failure:structural_advantage | assigned_failure:asymmetric_signal
271101d8-0eba-8135-acbb-da9d1eb6d9d4,StreamQuest,21/25,21.0,28/35,28.0,28/35,28.0,5/5,5.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
271101d8-0eba-8126-b180-c9ec06c5a8b1,VISION (VisionOnSolana),,-1.0,"16,000+",-1.0,"999,999,999",-1.0,1.1282,-1.0,idea_pattern:llm_fallback; structural_advantage:llm_fallback; asymmetric_signal:llm_fallback,assigned_failure:founder_pattern | assigned_failure:idea_pattern | assigned_failure:structural_advantage | assigned_failure:asymmetric_signal
271101d8-0eba-818e-934c-c7c838444d1b,Sage (@sage_teacher),22/25,22.0,29/35,29.0,27/35,27.0,4/5,4.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
271101d8-0eba-8102-b6cc-db2db64eeea8,Clout Index,20/25,20.0,28/35,28.0,24/35,24.0,3/5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
271101d8-0eba-8102-9f61-df0dda18458f,Runable,20/25,20.0,27/35,27.0,24/35,24.0,4/5,4.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
271101d8-0eba-8119-9e2f-c7a9b5deb91d,Toka Studios,16/25,16.0,24/35,24.0,21/35,21.0,2/5,2.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
271101d8-0eba-8140-9afb-c00797d041e8,Toku Health,,-1.0,,-1.0,,-1.0,,-1.0,,assigned_failure:founder_pattern | assigned_failure:idea_pattern | assigned_failure:structural_advantage | assigned_failure:asymmetric_signal
271101d8-0eba-811c-a3d8-ec3ceef14080,EcoYield,21/25,21.0,28/35,28.0,27/35,27.0,3/5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
271101d8-0eba-813e-8868-e79b12a7219c,right.fun,18/25,18.0,27/35,27.0,24/35,24.0,3/5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
271101d8-0eba-816a-996a-d939bc8f057a,Helius (HSDT),,-1.0,,-1.0,,-1.0,,-1.0,,assigned_failure:founder_pattern | assigned_failure:idea_pattern | assigned_failure:structural_advantage | assigned_failure:asymmetric_signal
271101d8-0eba-81d7-b41f-c42f0e2e9efc,Betley,20/25,20.0,27/35,27.0,22/35,22.0,3/5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
271101d8-0eba-81a6-b023-d41c5f421b12,Amihan,19/25,19.0,28/35,28.0,24/35,24.0,3/5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
271101d8-0eba-811b-9803-d5acca69690d,ORBT,16/25,16.0,27/35,27.0,24/35,24.0,4/5,4.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
271101d8-0eba-81b9-95d5-f80ddd24605a,Future Bets,,-1.0,,-1.0,,-1.0,,-1.0,,assigned_failure:founder_pattern | assigned_failure:idea_pattern | assigned_failure:structural_advantage | assigned_failure:asymmetric_signal
271101d8-0eba-8142-a3da-f77ab380726e,Project 404 (Projectt4O4),18/25,18.0,22/35,22.0,23/35,23.0,3/5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
